,naver_pk
3930,"37.5531807470, 126.9361452277"
3931,"37.5582917765, 126.9086407386"
3932,"37.5639445701, 126.9133438524"
3933,"37.5548123188, 126.9352355141"
3934,"37.5584145028, 126.9240418259"
3935,"37.5534730373, 126.9350015050"
3936,"37.5571360374, 126.9187041644"
3937,"37.5477284797, 126.9108814457"
3938,"37.5568241416, 126.9526670894"
3939,"37.5565182470, 126.9471320084"
3940,"37.5523774268, 126.9114492229"
3941,"37.5488018285, 126.9101539991"
3942,"37.5533892809, 126.9210219996"
3943,"37.5549409781, 126.9104176775"
3944,"37.5488657907, 126.9581095103"
3945,"37.5459433685, 126.9210633507"
3946,"37.5482386281, 126.9111244771"
3947,"37.5541950632, 126.9360951327"
3948,"37.5538165942, 126.9360028821"
3949,"37.5532191414, 126.9356690889"
3950,"37.5535966379, 126.9168762311"
3951,"37.5397777101, 126.9479847586"
3952,"37.5490909054, 126.9119972022"
3953,"37.5613827830, 126.9266646422"
3954,"37.5577458059, 126.9264983283"
3955,"37.5488714771, 126.9107498339"
3956,"37.5531253699, 126.9363755755"
3957,"37.5539418094, 126.9361259051"
3958,"37.5585195672, 126.9236354103"
3959,"nan, nan"
3960,"nan, nan"
3961,"37.5465573682, 126.9418018570"
3962,"37.5565905050, 126.9521998241"
3963,"37.5542179969, 126.9375323909"
3964,"37.5547199294, 126.9036238742"
3965,"nan, nan"
3966,"nan, nan"
3967,"37.5397048091, 126.9442120639"
3968,"37.5436740151, 126.9532062171"
3969,"37.5553436436, 126.9223939726"
3970,"37.5418494275, 126.9483004867"
3971,"37.5534903864, 126.9359169252"
3972,"37.5639445701, 126.9133438524"
3973,"37.5468999825, 126.9453088847"
3974,"37.5557337509, 126.9467364544"
3975,"37.5524935935, 126.9368854857"
3976,"37.5545317501, 126.9349114060"
3977,"37.5489469972, 126.9081860249"
3978,"nan, nan"
3979,"37.5539490800, 126.9357431543"
3980,"37.5565520825, 126.9503562275"
3981,"nan, nan"
3982,"37.5411098479, 126.9513906038"
3983,"37.5559838377, 126.9426333737"
3984,"37.5402656137, 126.9438788708"
3985,"37.5536069672, 126.9352411971"
3986,"37.5537661440, 126.9394298502"
3987,"nan, nan"
3988,"37.5494150183, 126.9322521963"
3989,"37.5414812418, 126.9529524293"
3990,"nan, nan"
3991,"37.5529951070, 126.9360815584"
3992,"37.5543349118, 126.9212073954"
3993,"nan, nan"
3994,"37.5479745597, 126.9148111568"
3995,"nan, nan"
3996,"37.5497699137, 126.9634470996"
3997,"37.5537254648, 126.9029229306"
3998,"nan, nan"
3999,"37.5535100440, 126.9347939184"
4000,"37.5532959125, 126.9346955338"
4001,"nan, nan"
4002,"nan, nan"
4003,"nan, nan"
4004,"37.5533827787, 126.9352042713"
4005,"nan, nan"
4006,"37.5438319001, 126.9368231976"
4007,"nan, nan"
4008,"37.5539424392, 126.9361243202"
4009,"37.5452118774, 126.9299668166"
4010,"nan, nan"
4011,"37.5533944958, 126.9352118436"
4012,"37.5565036598, 126.9526743089"
4013,"nan, nan"
4014,"37.5412185921, 126.9529316612"
4015,"37.5597990580, 126.9161757746"
4016,"37.5564227802, 126.9470179956"
4017,"37.5485634139, 126.9453252096"
4018,"nan, nan"
4019,"37.5455844356, 126.9553835492"
4020,"37.5539811853, 126.9366317464"
4021,"nan, nan"
4022,"37.5455538746, 126.9327182821"
4023,"37.5549378646, 126.9336788299"
4024,"37.5546682651, 126.9355938286"
4025,"37.5479476846, 126.9107515011"
4026,"37.5533468863, 126.9359701249"
4027,"nan, nan"
4028,"37.5538858197, 126.9355589663"
4029,"37.5464297627, 126.9540002337"
4030,"37.5576892528, 126.9253961557"
4031,"nan, nan"
4032,"nan, nan"
4033,"nan, nan"
4034,"37.5522784252, 126.9125615604"
4035,"nan, nan"
4036,"nan, nan"
4037,"nan, nan"
4038,"nan, nan"
4039,"37.5539490800, 126.9357431543"
4040,"37.5540232121, 126.9358721058"
4041,"37.5552296003, 126.9352893628"
4042,"37.5461393577, 126.9227312247"
4043,"37.5536591479, 126.9367611468"
4044,"37.5528271242, 126.9576168171"
4045,"37.5490451065, 126.9564141050"
4046,"nan, nan"
4047,"nan, nan"
4048,"37.5564566741, 126.9456662109"
4049,"37.5534941537, 126.9353900006"
4050,"37.5548025877, 126.9352348435"
4051,"37.5567837261, 126.9516521582"
4052,"nan, nan"
4053,"37.5477190153, 126.9571487306"
4054,"nan, nan"
4055,"37.5400519194, 126.9480642258"
4056,"37.5526377989, 126.9368025243"
4057,"nan, nan"
4058,"nan, nan"
4059,"37.5534653644, 126.9346487598"
4060,"37.5536034037, 126.9231391945"
4061,"37.5534730373, 126.9350015050"
4062,"37.5476138977, 126.9106759677"
4063,"37.5534298547, 126.9361116299"
4064,"37.5570560031, 126.9548259971"
4065,"37.5415956351, 126.9519733627"
4066,"37.5467852645, 126.9437302699"
4067,"nan, nan"
4068,"nan, nan"
4069,"37.5535979574, 126.9350773340"
4070,"37.5540232121, 126.9358721058"
4071,"37.5539490800, 126.9357431543"
4072,"nan, nan"
4073,"37.5544973507, 126.9379587027"
4074,"37.5532670962, 126.9363743234"
4075,"37.5548484499, 126.9350734199"
4076,"37.5172453686, 126.8538804235"
4077,"37.5197166040, 126.8448804735"
4078,"nan, nan"
4079,"37.5228118188, 126.8519015510"
4080,"37.5201017087, 126.8524886830"
4081,"37.5496193133, 126.8659689614"
4082,"nan, nan"
4083,"37.5232214429, 126.8422511034"
4084,"nan, nan"
4085,"37.5499641263, 126.8641565725"
4086,"37.5496169501, 126.8662686251"
4087,"37.5214893473, 126.8538699982"
4088,"37.5367626858, 126.8325122530"
4089,"37.5200909867, 126.8523444763"
4090,"37.5358823273, 126.8303717337"
4091,"37.5370614422, 126.8345468451"
4092,"37.5350146136, 126.8292733898"
4093,"nan, nan"
4094,"37.5232214429, 126.8422511034"
4095,"37.5316570561, 126.8641327611"
4096,"37.5301152104, 126.8355990714"
4097,"37.5466526250, 126.8735086914"
4098,"37.5350044109, 126.8293209328"
4099,"37.5268593586, 126.8613782611"
4100,"37.5213642722, 126.8572459088"
4101,"37.5290357609, 126.8635739986"
4102,"37.5213132226, 126.8570532467"
4103,"37.5275084613, 126.8637972725"
4104,"37.5235886802, 126.8758371806"
4105,"nan, nan"
4106,"37.5466871842, 126.8751651829"
4107,"nan, nan"
4108,"37.5260762600, 126.8627340891"
4109,"37.5361981249, 126.8286224889"
4110,"37.5273567435, 126.8549529810"
4111,"37.5229150293, 126.8751801408"
4112,"37.5380567363, 126.8333011610"
4113,"37.5196206952, 126.8533824792"
4114,"37.5224546173, 126.8449172264"
4115,"37.5300287567, 126.8357590075"
4116,"37.5290357609, 126.8635739986"
4117,"nan, nan"
4118,"37.5215056990, 126.8540509615"
4119,"37.5394278180, 126.8333871570"
4120,"37.5250260149, 126.8544986493"
4121,"37.5361877229, 126.8285945662"
4122,"37.5183461031, 126.8532824889"
4123,"37.5351533325, 126.8294985666"
4124,"37.5463187575, 126.8456612762"
4125,"37.5213642722, 126.8572459088"
4126,"37.5250813877, 126.8762833700"
4127,"37.5568438264, 126.8599536528"
4128,"37.5467775783, 126.8725727587"
4129,"37.5459880239, 126.8474817803"
4130,"37.5605949270, 126.8093143098"
4131,"37.5286535283, 126.8450023666"
4132,"37.5322666700, 126.8615698662"
4133,"37.5299544145, 126.8424311772"
4134,"37.5479731325, 126.8200469435"
4135,"37.5465646606, 126.8458840335"
4136,"37.5602138427, 126.8097280500"
4137,"37.5297829344, 126.8388773058"
4138,"37.5295440509, 126.8393857917"
4139,"37.4954596615, 126.8441123922"
4140,"37.5731405578, 126.8084249502"
4141,"37.5601558966, 126.8098883475"
4142,"37.5294926826, 126.8390466129"
4143,"37.5458843671, 126.8472401711"
4144,"37.5528220908, 126.8499421878"
4145,"37.5289635058, 126.8469623240"
4146,"37.5612758931, 126.8088645999"
4147,"37.5295219028, 126.8389347737"
4148,"37.5292246717, 126.8461038982"
4149,"37.5478604866, 126.8468616862"
4150,"37.5489243869, 126.8476991820"
4151,"37.5621935442, 126.8078576398"
4152,"37.5287775489, 126.8466225132"
4153,"37.5558629211, 126.8370682206"
4154,"37.5292098474, 126.8400997025"
4155,"37.5290061414, 126.8401072647"
4156,"37.5620730251, 126.8088778432"
4157,"37.5460899488, 126.8475685920"
4158,"37.5290149299, 126.8473622583"
4159,"37.5493250476, 126.8480387641"
4160,"37.5728815369, 126.8098831714"
4161,"37.5611181233, 126.8394737751"
4162,"37.5532956602, 126.8505145575"
4163,"37.5474622602, 126.8463874502"
4164,"37.5598184722, 126.8352480509"
4165,"37.5636907513, 126.8099875707"
4166,"37.5290106594, 126.8430048250"
4167,"37.5470617455, 126.8469263506"
4168,"37.5464020012, 126.8459997911"
4169,"37.5486313623, 126.8196079864"
4170,"37.5676536329, 126.8422510584"
4171,"37.5472117493, 126.8468472840"
4172,"37.5293132406, 126.8469362675"
4173,"37.5557466460, 126.8674940949"
4174,"37.5295757595, 126.8392484920"
4175,"37.5457791996, 126.8479219402"
4176,"37.5531827064, 126.8513959235"
4177,"37.5299432550, 126.8419015040"
4178,"37.5495864910, 126.8482987377"
4179,"37.5289502058, 126.8465031435"
4180,"37.5533472176, 126.8514588589"
4181,"37.5284253080, 126.8406048164"
4182,"37.5287113527, 126.8405876903"
4183,"37.5633776337, 126.8093034823"
4184,"37.5292652399, 126.8473017874"
4185,"37.5289976475, 126.8470966566"
4186,"37.5425398263, 126.8430910848"
4187,"37.5298044305, 126.8395112652"
4188,"37.5481747387, 126.8471275404"
4189,"37.5484470119, 126.8473299982"
4190,"37.5292310665, 126.8464482638"
4191,"37.5284876548, 126.8402029502"
4192,"37.5466568387, 126.8461650462"
4193,"37.5484227749, 126.8766202763"
4194,"37.5294104354, 126.8464326231"
4195,"37.5496275880, 126.8481674968"
4196,"37.5290798731, 126.8410638765"
4197,"37.5597174210, 126.8357945918"
4198,"nan, nan"
4199,"37.5461348164, 126.8467316885"
4200,"37.5510396182, 126.8635842608"
4201,"37.5303769212, 126.8464189886"
4202,"37.5548536260, 126.8526343328"
4203,"37.5321869103, 126.8631753303"
4204,"37.5606623414, 126.8102774222"
4205,"37.5289091923, 126.8397738420"
4206,"37.5289091923, 126.8397738420"
4207,"37.5471176652, 126.8184185818"
4208,"37.5303641227, 126.8456554645"
4209,"37.5531087105, 126.8329109298"
4210,"37.5641694670, 126.8115723225"
4211,"37.5467737571, 126.8460028738"
4212,"37.5296231568, 126.8403145671"
4213,"37.5299406813, 126.8420654416"
4214,"37.5479085074, 126.8781165583"
4215,"37.5545422882, 126.8524553420"
4216,"37.5293976100, 126.8394975426"
4217,"37.5301207656, 126.8412398554"
4218,"37.5504269813, 126.8636982036"
4219,"37.5292093967, 126.8462745350"
4220,"37.5601717057, 126.8372932350"
4221,"nan, nan"
4222,"37.5462896939, 126.8472848341"
4223,"37.5419108992, 126.8424595394"
4224,"37.5289897422, 126.8460742874"
4225,"37.5463856536, 126.8461768063"
4226,"37.5345485787, 126.8386672454"
4227,"37.5473097432, 126.8461967475"
4228,"37.5294595158, 126.8412358265"
4229,"37.5462142552, 126.8470565194"
4230,"37.5634687190, 126.8080215395"
4231,"37.5422387874, 126.8410585776"
4232,"37.5289517389, 126.8466429730"
4233,"37.5297991766, 126.8390271740"
4234,"37.5491852934, 126.8786234902"
4235,"37.5301865243, 126.8446847921"
4236,"37.5288443777, 126.8470196996"
4237,"37.5294038679, 126.8395940324"
4238,"37.5534930803, 126.8515235292"
4239,"37.5293942300, 126.8393972001"
4240,"37.5293402871, 126.8467406039"
4241,"37.5294187064, 126.8470434161"
4242,"37.5606623414, 126.8102774222"
4243,"37.5300254818, 126.8406022032"
4244,"nan, nan"
4245,"37.5290233802, 126.8407293480"
4246,"37.5297109412, 126.8412702521"
4247,"37.5411383635, 126.8415025444"
4248,"37.5484382779, 126.8193129842"
4249,"37.5463087920, 126.8463102661"
4250,"37.5463210719, 126.8483515243"
4251,"37.5485482838, 126.8781821695"
4252,"37.5289892182, 126.8462254345"
4253,"37.5320184134, 126.8393451868"
4254,"37.5471805648, 126.8466313239"
4255,"37.5477352739, 126.8467428963"
4256,"37.5298610083, 126.8406386432"
4257,"37.5295558722, 126.8395317094"
4258,"37.5455065764, 126.8471688602"
4259,"37.5287432862, 126.8460495652"
4260,"37.5294142273, 126.8462307844"
4261,"nan, nan"
4262,"37.5300829250, 126.8418453205"
4263,"37.5479976943, 126.8469897312"
4264,"37.5472916699, 126.8467099694"
4265,"37.5613898083, 126.8143030526"
4266,"37.5514052394, 126.8633473014"
4267,"37.5525007325, 126.8496803937"
4268,"37.5289730862, 126.8423273487"
4269,"37.5507938056, 126.8734368490"
4270,"37.5287073597, 126.8401666184"
4271,"37.5515537997, 126.8488455360"
4272,"37.5504401991, 126.8478884794"
4273,"37.5533386592, 126.8503181216"
4274,"37.5298320774, 126.8397001407"
4275,"37.5292024518, 126.8403606043"
4276,"37.5294010049, 126.8392774899"
4277,"37.5617383606, 126.8098606713"
4278,"37.5292700083, 126.8475754481"
4279,"37.5299152928, 126.8408719245"
4280,"37.5296867777, 126.8419968519"
4281,"37.5463516614, 126.8467816005"
4282,"37.5289548971, 126.8421333636"
4283,"37.5289786418, 126.8469617274"
4284,"37.5462964691, 126.8468810675"
4285,"37.5299809357, 126.8395106608"
4286,"37.5297296297, 126.8415667377"
4287,"37.5521240781, 126.8709759058"
4288,"37.5485643796, 126.8759016849"
4289,"37.5731825126, 126.8152450315"
4290,"nan, nan"
4291,"nan, nan"
4292,"37.5290260121, 126.8475714193"
4293,"37.5432052799, 126.8449829953"
4294,"37.5295545248, 126.8396010635"
4295,"37.5606663702, 126.8108791959"
4296,"37.5526613496, 126.8497978800"
4297,"37.5294027255, 126.8390853849"
4298,"37.5299860115, 126.8396655314"
4299,"37.5560352521, 126.8592550706"
4300,"37.5283809721, 126.8400667402"
4301,"37.5291070340, 126.8397605216"
4302,"nan, nan"
4303,"37.5289228444, 126.8399413630"
4304,"37.5501588764, 126.8740303429"
4305,"37.5299809357, 126.8395106608"
4306,"37.5289643981, 126.8468166066"
4307,"37.5466382391, 126.8480134388"
4308,"37.5297270125, 126.8415635755"
4309,"37.5285575798, 126.8394775079"
4310,"37.5287785527, 126.8478863193"
4311,"37.5728595498, 126.8092669690"
4312,"37.5527727476, 126.8511057794"
4313,"37.5470471073, 126.8462005688"
4314,"37.5630387342, 126.8102322342"
4315,"nan, nan"
4316,"37.5473428939, 126.8457776442"
4317,"37.5474824829, 126.8464185280"
4318,"37.5287232991, 126.8451651336"
4319,"37.5510365500, 126.8635800793"
4320,"nan, nan"
4321,"37.5298279543, 126.8391857268"
4322,"37.5293943307, 126.8429559389"
4323,"37.5350107502, 126.8631880479"
4324,"37.5521240781, 126.8709759058"
4325,"37.5671263967, 126.8131880314"
4326,"37.5498635342, 126.8484284289"
4327,"nan, nan"
4328,"37.5290131167, 126.8479822325"
4329,"nan, nan"
4330,"37.5289843163, 126.8470993990"
4331,"37.5462500630, 126.8464611149"
4332,"37.5601485823, 126.8098782930"
4333,"37.5491533666, 126.8477971685"
4334,"37.5297213254, 126.8468139273"
4335,"37.5324894322, 126.8396589279"
4336,"37.5297600050, 126.8397057253"
4337,"37.5524151655, 126.8495607199"
4338,"37.5488358068, 126.8754325125"
4339,"37.5530624785, 126.8495894087"
4340,"37.5483238456, 126.8781826479"
4341,"37.5490400153, 126.8749610726"
4342,"37.5457658922, 126.8613373750"
4343,"37.5720147135, 126.8102332331"
4344,"37.5622851842, 126.8077523701"
4345,"37.5657082543, 126.8098726532"
4346,"37.5541250502, 126.8517470335"
4347,"37.5475785778, 126.8466637779"
4348,"37.5301714666, 126.8422294533"
4349,"nan, nan"
4350,"37.5498998629, 126.8749848720"
4351,"37.5464706346, 126.8457063401"
4352,"37.5552596214, 126.8617269825"
4353,"37.5505092020, 126.8479479775"
4354,"37.5392060576, 126.8397495485"
4355,"37.5303720926, 126.8462395659"
4356,"nan, nan"
4357,"37.5464055901, 126.8466805518"
4358,"37.5497014597, 126.8757498566"
4359,"37.5487335039, 126.8475893495"
4360,"37.5291578260, 126.8417470375"
4361,"37.5288895670, 126.8415894441"
4362,"37.5293909233, 126.8403474185"
4363,"37.5553521373, 126.8604874527"
4364,"nan, nan"
4365,"37.5492747125, 126.8481326791"
4366,"37.5507862230, 126.8482002280"
4367,"37.5300254818, 126.8406022032"
4368,"37.5364925443, 126.8377892418"
4369,"37.5294092130, 126.8473662065"
4370,"37.5484670551, 126.8756288977"
4371,"37.5292628630, 126.8474146997"
4372,"37.5339804875, 126.8456705270"
4373,"37.5579608448, 126.8101958807"
4374,"37.4969790723, 126.8464858274"
4375,"37.4959233800, 126.8451863988"
4376,"37.5119116893, 126.8794086682"
4377,"37.4802925140, 126.8983984959"
4378,"37.4832406399, 126.9009759883"
4379,"37.4848613102, 126.8531944499"
4380,"37.4942804076, 126.8415260825"
4381,"37.4811488573, 126.8912400000"
4382,"37.5046409337, 126.8900141188"
4383,"37.4870429130, 126.8856324541"
4384,"37.4974372956, 126.8620956863"
4385,"37.4941394853, 126.8373459011"
4386,"37.4858454912, 126.8882875384"
4387,"37.4818548491, 126.8990127957"
4388,"37.4876673625, 126.8865265719"
4389,"37.4967074174, 126.8464152533"
4390,"37.4966961923, 126.8462362634"
4391,"37.4888523160, 126.8841525131"
4392,"37.5101905946, 126.8789711197"
4393,"37.4810498879, 126.8882059254"
4394,"37.4965125779, 126.8462443296"
4395,"nan, nan"
4396,"37.4906851196, 126.8845870587"
4397,"37.4948735795, 126.8398184252"
4398,"37.4946265859, 126.8413334519"
4399,"37.4833120712, 126.9003109622"
4400,"37.4948944851, 126.8400861582"
4401,"nan, nan"
4402,"37.4978993571, 126.8820013190"
4403,"37.4871532787, 126.8854384835"
4404,"37.4910071953, 126.8848288850"
4405,"37.4814157383, 126.8981157910"
4406,"37.5029871454, 126.8636625757"
4407,"37.4839353773, 126.9002973576"
4408,"37.4943041407, 126.8559082304"
4409,"37.4970828662, 126.8469008634"
4410,"37.4959915820, 126.8453208273"
4411,"37.4957268154, 126.8444584365"
4412,"37.4797010101, 126.8896674132"
4413,"37.4876526057, 126.8553652636"
4414,"37.5013904932, 126.8658037025"
4415,"nan, nan"
4416,"37.5085863246, 126.8798222049"
4417,"nan, nan"
4418,"37.4876673625, 126.8865265719"
4419,"nan, nan"
4420,"37.4956525207, 126.8443507094"
4421,"37.4847642051, 126.8868813563"
4422,"37.5057405530, 126.8848484408"
4423,"nan, nan"
4424,"37.4913027063, 126.8827937337"
4425,"37.4837501859, 126.9001501669"
4426,"37.4976501576, 126.8831988396"
4427,"37.4801623851, 126.8896336083"
4428,"37.4976804768, 126.8463253926"
4429,"37.4794277739, 126.8961736567"
4430,"37.4970064640, 126.8822761635"
4431,"37.4958703322, 126.8450652830"
4432,"37.4794277739, 126.8961736567"
4433,"37.4817708214, 126.8993723332"
4434,"37.4849715107, 126.8874302097"
4435,"37.5019998249, 126.8833532212"
4436,"37.4877624634, 126.8895206643"
4437,"37.4903452134, 126.8897268407"
4438,"37.4964400446, 126.8426162867"
4439,"nan, nan"
4440,"37.4957811565, 126.8446718248"
4441,"37.4889049855, 126.8901483451"
4442,"37.4976847156, 126.8857370026"
4443,"37.4944740870, 126.8414313636"
4444,"37.5021327599, 126.8914256902"
4445,"37.4813790066, 126.8989895801"
4446,"37.4815259891, 126.8987065018"
4447,"37.4794277739, 126.8961736567"
4448,"nan, nan"
4449,"37.4957478593, 126.8445652564"
4450,"nan, nan"
4451,"37.4949623926, 126.8559630544"
4452,"37.4951966111, 126.8433957712"
4453,"37.4959737708, 126.8456872544"
4454,"37.4797512543, 126.8909918260"
4455,"37.5081230677, 126.8882129532"
4456,"nan, nan"
4457,"37.4937119137, 126.8825269447"
4458,"37.4959808859, 126.8446538832"
4459,"37.4964373513, 126.8561206880"
4460,"37.4958062813, 126.8448674066"
4461,"37.4965956716, 126.8567249334"
4462,"37.4964101926, 126.8476111609"
4463,"37.4799572992, 126.8900025965"
